image,illum,link,photons,seed,method,PSNR,SSIM,LPIPS,angerr,pearson
horse,GAM4,GAMMA07,10000.0,2,MLE-OR,9.53952,0.171727,0.93156,30.829,0.390165
airplane,GAM4,GAMMA07,10000.0,2,MLE-OR,10.2555,0.108575,0.987398,30.5433,0.326353
car,GAM4,GAMMA07,10000.0,2,MLE-OR,12.8483,0.270736,0.822457,30.5126,0.662438
ship,GAM4,GAMMA07,10000.0,2,MLE-OR,7.03094,0.0646881,1.09512,31.1473,0.28581
truck,GAM4,GAMMA07,10000.0,2,MLE-OR,14.3105,0.409517,0.625504,30.9927,0.637993
cat,GAM4,LOG,10000.0,2,GI,9.00116,0.167348,0.953544,37.7542,0.403589
deer,GAM4,LOG,10000.0,2,GI,11.6179,0.192025,0.692796,35.0198,0.609462
dog,GAM4,LOG,10000.0,2,GI,2.69179,0.0203778,1.14419,39.7264,0.130676
horse,GAM4,LOG,10000.0,2,GI,6.89207,0.126096,0.968185,38.5865,0.341885
airplane,GAM4,LOG,10000.0,2,GI,7.49603,0.0716809,1.09102,38.6512,0.293281
car,GAM4,LOG,10000.0,2,GI,11.2895,0.221621,0.985588,34.8138,0.617442
ship,GAM4,LOG,10000.0,2,GI,4.29907,0.0436203,1.26014,39.0694,0.286412
truck,GAM4,LOG,10000.0,2,GI,12.8467,0.356043,0.708339,34.9325,0.602512
cat,GAM4,LOG,10000.0,2,DGI,2.34307,0.0774096,0.90718,55.546,0.380178
deer,GAM4,LOG,10000.0,2,DGI,6.42619,0.121844,0.617752,43.8924,0.636015
dog,GAM4,LOG,10000.0,2,DGI,-4.49679,0.00859129,1.21889,61.9825,0.100808
horse,GAM4,LOG,10000.0,2,DGI,-0.0626711,0.0638178,0.913338,58.6358,0.271529
airplane,GAM4,LOG,10000.0,2,DGI,0.191303,0.0282654,1.06383,59.9609,0.244417
car,GAM4,LOG,10000.0,2,DGI,6.17374,0.145861,0.953369,45.356,0.588476
ship,GAM4,LOG,10000.0,2,DGI,-2.97631,0.0150818,1.17921,60.7023,0.215507
truck,GAM4,LOG,10000.0,2,DGI,7.40098,0.241958,0.630271,46.7649,0.562449
cat,GAM4,LOG,10000.0,2,CORR,8.53518,0.146162,0.946034,39.5326,0.362189
deer,GAM4,LOG,10000.0,2,CORR,11.1446,0.175291,0.725887,37.036,0.565042
dog,GAM4,LOG,10000.0,2,CORR,2.17525,0.0169436,1.15228,41.4473,0.112669
horse,GAM4,LOG,10000.0,2,CORR,6.38961,0.107772,0.950934,40.3891,0.308453
airplane,GAM4,LOG,10000.0,2,CORR,7.06353,0.0619103,1.10747,40.117,0.272421
car,GAM4,LOG,10000.0,2,CORR,10.6251,0.19267,1.04134,37.424,0.565913
ship,GAM4,LOG,10000.0,2,CORR,3.84337,0.0391865,1.21477,40.6949,0.255019
truck,GAM4,LOG,10000.0,2,CORR,12.2399,0.319312,0.730145,37.2444,0.557546
cat,GAM4,LOG,10000.0,2,SIR-10,8.96049,0.163808,0.901884,37.9532,0.396055
deer,GAM4,LOG,10000.0,2,SIR-10,11.4991,0.188324,0.696261,35.4513,0.601582
dog,GAM4,LOG,10000.0,2,SIR-10,2.56106,0.0199594,1.14334,40.1603,0.12598
horse,GAM4,LOG,10000.0,2,SIR-10,6.77978,0.12198,0.981974,39.0144,0.33165
airplane,GAM4,LOG,10000.0,2,SIR-10,7.39789,0.0684731,1.08433,38.9932,0.287166
car,GAM4,LOG,10000.0,2,SIR-10,11.2046,0.21813,0.957697,35.1068,0.612518
ship,GAM4,LOG,10000.0,2,SIR-10,4.22373,0.0419803,1.24249,39.3498,0.279478
truck,GAM4,LOG,10000.0,2,SIR-10,12.732,0.350444,0.688606,35.355,0.594526
cat,GAM4,LOG,10000.0,2,SIR-20,8.97452,0.166101,0.90763,37.875,0.399477
deer,GAM4,LOG,10000.0,2,SIR-20,11.5567,0.190908,0.700358,35.2474,0.605166
dog,GAM4,LOG,10000.0,2,SIR-20,2.59024,0.0201241,1.15189,40.0646,0.126655
horse,GAM4,LOG,10000.0,2,SIR-20,6.83586,0.123552,0.974251,38.8029,0.336518
airplane,GAM4,LOG,10000.0,2,SIR-20,7.42514,0.0704877,1.0771,38.8736,0.291827
car,GAM4,LOG,10000.0,2,SIR-20,11.2507,0.219405,0.966814,34.944,0.615351
ship,GAM4,LOG,10000.0,2,SIR-20,4.27226,0.0430069,1.25596,39.1692,0.283927
truck,GAM4,LOG,10000.0,2,SIR-20,12.7818,0.351762,0.681197,35.174,0.597875
cat,GAM4,LOG,10000.0,2,WHITEN-LW,9.00116,0.167348,0.953544,37.7542,0.403589
deer,GAM4,LOG,10000.0,2,WHITEN-LW,11.6179,0.192025,0.692796,35.0198,0.609462
dog,GAM4,LOG,10000.0,2,WHITEN-LW,2.69179,0.0203778,1.14419,39.7264,0.130676
horse,GAM4,LOG,10000.0,2,WHITEN-LW,6.89207,0.126096,0.968185,38.5865,0.341885
airplane,GAM4,LOG,10000.0,2,WHITEN-LW,7.49603,0.0716809,1.09102,38.6512,0.293281
car,GAM4,LOG,10000.0,2,WHITEN-LW,11.2895,0.221621,0.985588,34.8138,0.617442
ship,GAM4,LOG,10000.0,2,WHITEN-LW,4.29907,0.0436203,1.26014,39.0694,0.286412
truck,GAM4,LOG,10000.0,2,WHITEN-LW,12.8467,0.356043,0.708339,34.9325,0.602512
cat,GAM4,LOG,10000.0,2,WHITEN-OR,9.00116,0.167348,0.953544,37.7542,0.403589
deer,GAM4,LOG,10000.0,2,WHITEN-OR,11.6179,0.192025,0.692796,35.0198,0.609462
dog,GAM4,LOG,10000.0,2,WHITEN-OR,2.69179,0.0203778,1.14419,39.7264,0.130676
horse,GAM4,LOG,10000.0,2,WHITEN-OR,6.89207,0.126096,0.968185,38.5865,0.341885
airplane,GAM4,LOG,10000.0,2,WHITEN-OR,7.49603,0.0716809,1.09102,38.6512,0.293281
car,GAM4,LOG,10000.0,2,WHITEN-OR,11.2895,0.221621,0.985588,34.8138,0.617442
ship,GAM4,LOG,10000.0,2,WHITEN-OR,4.29907,0.0436203,1.26014,39.0694,0.286412
truck,GAM4,LOG,10000.0,2,WHITEN-OR,12.8467,0.356043,0.708339,34.9325,0.602512
cat,GAM4,LOG,10000.0,2,SCORE-OR,7.50394,0.110147,1.03086,43.1843,0.304403
deer,GAM4,LOG,10000.0,2,SCORE-OR,9.98036,0.131512,0.747464,41.5862,0.479805
dog,GAM4,LOG,10000.0,2,SCORE-OR,1.50527,0.0121125,1.2181,43.6776,0.0968761
horse,GAM4,LOG,10000.0,2,SCORE-OR,5.48951,0.0773135,0.980907,43.8254,0.238664
airplane,GAM4,LOG,10000.0,2,SCORE-OR,6.02504,0.048304,1.11099,43.7802,0.216265
car,GAM4,LOG,10000.0,2,SCORE-OR,9.57768,0.148953,1.00868,41.7983,0.477872
ship,GAM4,LOG,10000.0,2,SCORE-OR,2.82086,0.0326429,1.22335,44.1782,0.214384
truck,GAM4,LOG,10000.0,2,SCORE-OR,11.0782,0.256551,0.879845,41.9548,0.464562
cat,GAM4,LOG,10000.0,2,RANKG,8.86416,0.16286,0.963824,38.1865,0.398823
deer,GAM4,LOG,10000.0,2,RANKG,11.4718,0.184938,0.713559,35.5543,0.599611
dog,GAM4,LOG,10000.0,2,RANKG,2.58758,0.0197292,1.16359,40.0649,0.129075
horse,GAM4,LOG,10000.0,2,RANKG,6.73985,0.119851,0.976146,39.1099,0.333521
airplane,GAM4,LOG,10000.0,2,RANKG,7.36847,0.0709126,1.11573,39.0585,0.289837
car,GAM4,LOG,10000.0,2,RANKG,11.0944,0.21354,0.983363,35.5617,0.602906
ship,GAM4,LOG,10000.0,2,RANKG,4.12,0.0441587,1.24746,39.6383,0.28233
truck,GAM4,LOG,10000.0,2,RANKG,12.7121,0.349557,0.709036,35.4198,0.593543
cat,GAM4,LOG,10000.0,2,L-ISOTRON,9.00116,0.167348,0.953544,37.7542,0.403589
deer,GAM4,LOG,10000.0,2,L-ISOTRON,11.6182,0.192037,0.69278,35.0187,0.609485
dog,GAM4,LOG,10000.0,2,L-ISOTRON,2.69179,0.0203778,1.14419,39.7264,0.130676
horse,GAM4,LOG,10000.0,2,L-ISOTRON,6.77978,0.12198,0.981974,39.0144,0.33165
airplane,GAM4,LOG,10000.0,2,L-ISOTRON,7.49618,0.0716843,1.09101,38.6507,0.29329
car,GAM4,LOG,10000.0,2,L-ISOTRON,11.2898,0.221634,0.985573,34.8127,0.617464
ship,GAM4,LOG,10000.0,2,L-ISOTRON,4.29907,0.0436203,1.26014,39.0694,0.286412
truck,GAM4,LOG,10000.0,2,L-ISOTRON,12.8467,0.356043,0.708339,34.9325,0.602512
cat,GAM4,LOG,10000.0,2,MLE-OR,12.8436,0.229492,0.945124,27.4619,0.403741
deer,GAM4,LOG,10000.0,2,MLE-OR,13.3441,0.237474,0.714408,30.9634,0.609622
dog,GAM4,LOG,10000.0,2,MLE-OR,7.71528,0.0358037,1.08998,25.1324,0.130726
horse,GAM4,LOG,10000.0,2,MLE-OR,10.7509,0.166269,0.957569,27.8754,0.341963
airplane,GAM4,LOG,10000.0,2,MLE-OR,11.8122,0.108019,1.10537,26.5694,0.293388
car,GAM4,LOG,10000.0,2,MLE-OR,12.7439,0.250312,1.00538,31.3947,0.617609
ship,GAM4,LOG,10000.0,2,MLE-OR,8.79691,0.0680846,1.22973,26.4325,0.286548
truck,GAM4,LOG,10000.0,2,MLE-OR,14.4507,0.377069,0.761816,31.0891,0.602607
cat,GAM8,SAT30,10000.0,0,GI,7.62464,0.10172,1.0197,43.248,0.270651
deer,GAM8,SAT30,10000.0,0,GI,10.3614,0.149633,0.768431,39.8753,0.516951
dog,GAM8,SAT30,10000.0,0,GI,1.52285,0.0143264,1.19258,43.6134,0.0986778
horse,GAM8,SAT30,10000.0,0,GI,5.63126,0.0924518,1.00603,43.2695,0.250232
airplane,GAM8,SAT30,10000.0,0,GI,6.22105,0.0608721,1.08722,42.9656,0.239185
car,GAM8,SAT30,10000.0,0,GI,9.78317,0.15703,1.03663,40.799,0.50107
ship,GAM8,SAT30,10000.0,0,GI,3.08939,0.0270223,1.2767,43.4132,0.207061
truck,GAM8,SAT30,10000.0,0,GI,11.3561,0.262952,0.901032,40.5959,0.496915
cat,GAM8,SAT30,10000.0,0,DGI,2.65958,0.0573169,0.995386,57.3614,0.24823
deer,GAM8,SAT30,10000.0,0,DGI,6.2136,0.0927125,0.771659,48.7738,0.505894
dog,GAM8,SAT30,10000.0,0,DGI,-3.80121,0.00695866,1.23275,60.1911,0.0840779
horse,GAM8,SAT30,10000.0,0,DGI,0.409833,0.0489174,0.978226,58.8305,0.196306
airplane,GAM8,SAT30,10000.0,0,DGI,0.926262,0.0288039,1.08744,58.6781,0.206021
car,GAM8,SAT30,10000.0,0,DGI,5.76237,0.0993974,1.02632,50.0169,0.473239
ship,GAM8,SAT30,10000.0,0,DGI,-2.26754,0.0133905,1.24682,59.6115,0.164338
truck,GAM8,SAT30,10000.0,0,DGI,7.25554,0.199608,0.858506,50.0043,0.472118
cat,GAM8,SAT30,10000.0,0,CORR,7.18686,0.0861447,1.00341,45.0108,0.232885
deer,GAM8,SAT30,10000.0,0,CORR,9.74597,0.126497,0.804658,42.4662,0.465291
dog,GAM8,SAT30,10000.0,0,CORR,1.19301,0.0112707,1.13564,44.7172,0.0909313
horse,GAM8,SAT30,10000.0,0,CORR,5.19906,0.080977,1.01501,44.9036,0.221068
airplane,GAM8,SAT30,10000.0,0,CORR,5.93487,0.0543896,1.08507,43.9974,0.222569
car,GAM8,SAT30,10000.0,0,CORR,9.26346,0.136319,1.04489,43.0729,0.454495
ship,GAM8,SAT30,10000.0,0,CORR,2.77168,0.0234735,1.28765,44.536,0.19156
truck,GAM8,SAT30,10000.0,0,CORR,10.8355,0.233851,0.937986,42.8187,0.451906
cat,GAM8,SAT30,10000.0,0,SIR-10,7.54599,0.098923,1.02643,43.5239,0.267056
deer,GAM8,SAT30,10000.0,0,SIR-10,10.2395,0.147176,0.780983,40.3822,0.506822
dog,GAM8,SAT30,10000.0,0,SIR-10,1.44577,0.0137177,1.17455,43.8942,0.0909386
horse,GAM8,SAT30,10000.0,0,SIR-10,5.46535,0.0872543,0.994718,43.9016,0.238364
airplane,GAM8,SAT30,10000.0,0,SIR-10,6.07221,0.0573875,1.07325,43.5033,0.23031
car,GAM8,SAT30,10000.0,0,SIR-10,9.63913,0.150778,1.04937,41.4011,0.489278
ship,GAM8,SAT30,10000.0,0,SIR-10,3.00076,0.0251129,1.2824,43.7567,0.199183
truck,GAM8,SAT30,10000.0,0,SIR-10,11.2485,0.258,0.913476,41.0652,0.48701
cat,GAM8,SAT30,10000.0,0,SIR-20,7.55209,0.0972472,1.02596,43.5592,0.262639
deer,GAM8,SAT30,10000.0,0,SIR-20,10.27,0.149445,0.770965,40.2422,0.509954
dog,GAM8,SAT30,10000.0,0,SIR-20,1.46912,0.0136426,1.16359,43.8053,0.0942518
horse,GAM8,SAT30,10000.0,0,SIR-20,5.55191,0.0903791,0.994355,43.5462,0.24679
airplane,GAM8,SAT30,10000.0,0,SIR-20,6.10781,0.0571466,1.0905,43.38,0.231844
car,GAM8,SAT30,10000.0,0,SIR-20,9.66579,0.151217,1.05849,41.3018,0.490898
ship,GAM8,SAT30,10000.0,0,SIR-20,3.05206,0.0261733,1.26556,43.5756,0.201693
truck,GAM8,SAT30,10000.0,0,SIR-20,11.2623,0.257426,0.932943,40.9695,0.489931
cat,GAM8,SAT30,10000.0,0,WHITEN-LW,7.62464,0.10172,1.0197,43.248,0.270651
deer,GAM8,SAT30,10000.0,0,WHITEN-LW,10.3614,0.149633,0.768431,39.8753,0.516951
dog,GAM8,SAT30,10000.0,0,WHITEN-LW,1.52285,0.0143264,1.19258,43.6134,0.0986778
horse,GAM8,SAT30,10000.0,0,WHITEN-LW,5.63126,0.0924518,1.00603,43.2695,0.250232
airplane,GAM8,SAT30,10000.0,0,WHITEN-LW,6.22105,0.0608721,1.08722,42.9656,0.239185
car,GAM8,SAT30,10000.0,0,WHITEN-LW,9.78317,0.15703,1.03663,40.799,0.50107
ship,GAM8,SAT30,10000.0,0,WHITEN-LW,3.08939,0.0270223,1.2767,43.4132,0.207061
truck,GAM8,SAT30,10000.0,0,WHITEN-LW,11.3561,0.262952,0.901032,40.5959,0.496915
cat,GAM8,SAT30,10000.0,0,WHITEN-OR,7.62464,0.10172,1.0197,43.248,0.270651
deer,GAM8,SAT30,10000.0,0,WHITEN-OR,10.3614,0.149633,0.768431,39.8753,0.516951
dog,GAM8,SAT30,10000.0,0,WHITEN-OR,1.52285,0.0143264,1.19258,43.6134,0.0986778
horse,GAM8,SAT30,10000.0,0,WHITEN-OR,5.63126,0.0924518,1.00603,43.2695,0.250232
airplane,GAM8,SAT30,10000.0,0,WHITEN-OR,6.22105,0.0608721,1.08722,42.9656,0.239185
car,GAM8,SAT30,10000.0,0,WHITEN-OR,9.78317,0.15703,1.03663,40.799,0.50107
ship,GAM8,SAT30,10000.0,0,WHITEN-OR,3.08939,0.0270223,1.2767,43.4132,0.207061
truck,GAM8,SAT30,10000.0,0,WHITEN-OR,11.3561,0.262952,0.901032,40.5959,0.496915
cat,GAM8,SAT30,10000.0,0,SCORE-OR,7.10906,0.0900646,1.0399,45.1245,0.242457
deer,GAM8,SAT30,10000.0,0,SCORE-OR,9.73871,0.126764,0.801221,42.6825,0.456142
dog,GAM8,SAT30,10000.0,0,SCORE-OR,0.943164,0.0111242,1.20947,45.5476,0.086825
horse,GAM8,SAT30,10000.0,0,SCORE-OR,5.09638,0.0737923,0.968587,45.1858,0.223508
airplane,GAM8,SAT30,10000.0,0,SCORE-OR,5.736,0.0546896,1.10692,44.6602,0.217076
car,GAM8,SAT30,10000.0,0,SCORE-OR,9.15379,0.133569,1.02976,43.4822,0.448095
ship,GAM8,SAT30,10000.0,0,SCORE-OR,2.59049,0.0239742,1.22596,45.1888,0.181728
truck,GAM8,SAT30,10000.0,0,SCORE-OR,10.7703,0.220886,0.960481,43.2219,0.440533
cat,GAM8,SAT30,10000.0,0,RANKG,7.58987,0.101736,1.02724,43.3804,0.268189
deer,GAM8,SAT30,10000.0,0,RANKG,10.305,0.147871,0.768613,40.1516,0.510356
dog,GAM8,SAT30,10000.0,0,RANKG,1.45193,0.0139698,1.20405,43.8478,0.097711
horse,GAM8,SAT30,10000.0,0,RANKG,5.57632,0.0900209,0.992441,43.4569,0.248212
airplane,GAM8,SAT30,10000.0,0,RANKG,6.15464,0.0602685,1.09067,43.1938,0.236444
car,GAM8,SAT30,10000.0,0,RANKG,9.7141,0.154606,1.03134,41.0573,0.496775
ship,GAM8,SAT30,10000.0,0,RANKG,3.0299,0.0266765,1.26112,43.6277,0.203593
truck,GAM8,SAT30,10000.0,0,RANKG,11.2965,0.257801,0.923459,40.857,0.491366
cat,GAM8,SAT30,10000.0,0,L-ISOTRON,7.62464,0.10172,1.0197,43.248,0.270651
deer,GAM8,SAT30,10000.0,0,L-ISOTRON,10.3614,0.149633,0.768431,39.8753,0.516951
dog,GAM8,SAT30,10000.0,0,L-ISOTRON,1.52293,0.0143264,1.19257,43.6132,0.098677
horse,GAM8,SAT30,10000.0,0,L-ISOTRON,5.63136,0.092453,1.00605,43.2691,0.250237
airplane,GAM8,SAT30,10000.0,0,L-ISOTRON,6.22105,0.0608721,1.08722,42.9656,0.239185
car,GAM8,SAT30,10000.0,0,L-ISOTRON,9.78317,0.15703,1.03663,40.799,0.50107
ship,GAM8,SAT30,10000.0,0,L-ISOTRON,3.00076,0.0251129,1.2824,43.7567,0.199183
truck,GAM8,SAT30,10000.0,0,L-ISOTRON,11.3561,0.262952,0.901032,40.5959,0.496915
cat,GAM8,SAT30,10000.0,0,MLE-OR,10.9171,0.138323,1.02431,33.4901,0.270659
deer,GAM8,SAT30,10000.0,0,MLE-OR,12.2935,0.18537,0.736554,34.9504,0.516984
dog,GAM8,SAT30,10000.0,0,MLE-OR,5.81276,0.0233144,1.16885,30.2998,0.0987184
horse,GAM8,SAT30,10000.0,0,MLE-OR,9.17799,0.125857,1.00561,32.6876,0.250281
airplane,GAM8,SAT30,10000.0,0,MLE-OR,10.1086,0.0901527,1.0883,31.3856,0.239228
car,GAM8,SAT30,10000.0,0,MLE-OR,11.564,0.183467,1.05771,36.1207,0.501089
ship,GAM8,SAT30,10000.0,0,MLE-OR,7.10365,0.0418225,1.26037,31.3067,0.207106
truck,GAM8,SAT30,10000.0,0,MLE-OR,13.3448,0.290133,0.945256,35.3833,0.496949
cat,GAM8,SAT50,10000.0,0,GI,6.0388,0.0520967,1.07702,49.3465,0.165341
deer,GAM8,SAT50,10000.0,0,GI,8.64698,0.0913377,0.832847,47.7273,0.349516
dog,GAM8,SAT50,10000.0,0,GI,0.0528928,0.00451892,1.1704,48.6292,0.0442941
horse,GAM8,SAT50,10000.0,0,GI,4.22323,0.0531088,1.02271,48.4592,0.172176
airplane,GAM8,SAT50,10000.0,0,GI,4.88684,0.0297619,1.12669,47.9742,0.148442
car,GAM8,SAT50,10000.0,0,GI,8.02567,0.102184,1.07182,48.837,0.334445
ship,GAM8,SAT50,10000.0,0,GI,1.59165,0.0190768,1.18825,48.9253,0.117533
truck,GAM8,SAT50,10000.0,0,GI,9.38906,0.156416,1.00098,49.9965,0.288826
cat,GAM8,SAT50,10000.0,0,DGI,1.50318,0.0224049,1.03921,62.4721,0.129047
deer,GAM8,SAT50,10000.0,0,DGI,4.79705,0.0563557,0.789357,57.3746,0.318768
dog,GAM8,SAT50,10000.0,0,DGI,-4.63807,0.00161238,1.13428,62.751,0.0388824
horse,GAM8,SAT50,10000.0,0,DGI,-0.605985,0.0268973,1.00183,62.507,0.132041
airplane,GAM8,SAT50,10000.0,0,DGI,0.251838,0.016309,1.10914,61.5087,0.131448
car,GAM8,SAT50,10000.0,0,DGI,4.20733,0.0580926,1.08681,58.4036,0.302945
ship,GAM8,SAT50,10000.0,0,DGI,-3.18011,0.0096738,1.20987,62.8993,0.0967717
truck,GAM8,SAT50,10000.0,0,DGI,5.37457,0.0991622,0.992702,60.4921,0.251105
cat,GAM8,SAT50,10000.0,0,CORR,5.76723,0.0423432,1.06312,50.5662,0.136218
deer,GAM8,SAT50,10000.0,0,CORR,8.41647,0.0800743,0.835924,48.9924,0.318601
dog,GAM8,SAT50,10000.0,0,CORR,-0.0745756,0.00672119,1.19139,49.002,0.0532913
horse,GAM8,SAT50,10000.0,0,CORR,3.87524,0.0470036,1.01237,49.7408,0.154712
airplane,GAM8,SAT50,10000.0,0,CORR,4.5791,0.0246101,1.11581,49.1781,0.124936
car,GAM8,SAT50,10000.0,0,CORR,7.57792,0.089367,1.06642,51.0152,0.289214
ship,GAM8,SAT50,10000.0,0,CORR,1.41498,0.0178339,1.23548,49.5682,0.108641
truck,GAM8,SAT50,10000.0,0,CORR,9.07205,0.137196,1.00158,51.5246,0.257287
cat,GAM8,SAT50,10000.0,0,SIR-10,5.89426,0.0473887,1.04613,49.9486,0.153221
deer,GAM8,SAT50,10000.0,0,SIR-10,8.56339,0.0871336,0.821279,48.2009,0.337573
dog,GAM8,SAT50,10000.0,0,SIR-10,-0.0171952,0.00480703,1.14567,48.8704,0.0412895
horse,GAM8,SAT50,10000.0,0,SIR-10,4.08031,0.0491504,1.02249,49.074,0.157973
airplane,GAM8,SAT50,10000.0,0,SIR-10,4.78618,0.031433,1.08073,48.2588,0.151172
car,GAM8,SAT50,10000.0,0,SIR-10,7.77416,0.0937009,1.0865,50.011,0.311144
ship,GAM8,SAT50,10000.0,0,SIR-10,1.45396,0.0187009,1.20935,49.4323,0.109992
truck,GAM8,SAT50,10000.0,0,SIR-10,9.3261,0.148891,1.00755,50.3107,0.281982
cat,GAM8,SAT50,10000.0,0,SIR-20,5.95365,0.0519534,1.06581,49.6634,0.160973
deer,GAM8,SAT50,10000.0,0,SIR-20,8.52844,0.0875634,0.833969,48.3074,0.336902
dog,GAM8,SAT50,10000.0,0,SIR-20,-0.042227,0.0033641,1.1161,48.985,0.0339169
horse,GAM8,SAT50,10000.0,0,SIR-20,4.01347,0.0477285,1.02088,49.3289,0.153978
airplane,GAM8,SAT50,10000.0,0,SIR-20,4.76561,0.0272507,1.09446,48.4002,0.143738
car,GAM8,SAT50,10000.0,0,SIR-20,7.83082,0.0931754,1.09908,49.8029,0.313769
ship,GAM8,SAT50,10000.0,0,SIR-20,1.5156,0.0184105,1.27947,49.2313,0.110739
truck,GAM8,SAT50,10000.0,0,SIR-20,9.28942,0.146262,0.990725,50.4932,0.278037
cat,GAM8,SAT50,10000.0,0,WHITEN-LW,6.0388,0.0520967,1.07702,49.3465,0.165341
deer,GAM8,SAT50,10000.0,0,WHITEN-LW,8.64698,0.0913377,0.832847,47.7273,0.349516
dog,GAM8,SAT50,10000.0,0,WHITEN-LW,0.0528928,0.00451892,1.1704,48.6292,0.0442941
horse,GAM8,SAT50,10000.0,0,WHITEN-LW,4.22323,0.0531088,1.02271,48.4592,0.172176
airplane,GAM8,SAT50,10000.0,0,WHITEN-LW,4.88684,0.0297619,1.12669,47.9742,0.148442
car,GAM8,SAT50,10000.0,0,WHITEN-LW,8.02567,0.102184,1.07182,48.837,0.334445
ship,GAM8,SAT50,10000.0,0,WHITEN-LW,1.59165,0.0190768,1.18825,48.9253,0.117533
truck,GAM8,SAT50,10000.0,0,WHITEN-LW,9.38906,0.156416,1.00098,49.9965,0.288826
cat,GAM8,SAT50,10000.0,0,WHITEN-OR,6.0388,0.0520967,1.07702,49.3465,0.165341
deer,GAM8,SAT50,10000.0,0,WHITEN-OR,8.64698,0.0913377,0.832847,47.7273,0.349516
dog,GAM8,SAT50,10000.0,0,WHITEN-OR,0.0528928,0.00451892,1.1704,48.6292,0.0442941
horse,GAM8,SAT50,10000.0,0,WHITEN-OR,4.22323,0.0531088,1.02271,48.4592,0.172176
airplane,GAM8,SAT50,10000.0,0,WHITEN-OR,4.88684,0.0297619,1.12669,47.9742,0.148442
car,GAM8,SAT50,10000.0,0,WHITEN-OR,8.02567,0.102184,1.07182,48.837,0.334445
ship,GAM8,SAT50,10000.0,0,WHITEN-OR,1.59165,0.0190768,1.18825,48.9253,0.117533
truck,GAM8,SAT50,10000.0,0,WHITEN-OR,9.38906,0.156416,1.00098,49.9965,0.288826
cat,GAM8,SAT50,10000.0,0,SCORE-OR,5.67519,0.0389882,1.03646,50.8221,0.137986
deer,GAM8,SAT50,10000.0,0,SCORE-OR,8.20151,0.0734823,0.86122,49.8663,0.304526
dog,GAM8,SAT50,10000.0,0,SCORE-OR,-0.279339,0.00453155,1.17035,49.7096,0.0434628
horse,GAM8,SAT50,10000.0,0,SCORE-OR,3.88294,0.0428844,0.99729,49.7958,0.148628
airplane,GAM8,SAT50,10000.0,0,SCORE-OR,4.57186,0.0255395,1.092,49.1438,0.130338
car,GAM8,SAT50,10000.0,0,SCORE-OR,7.64009,0.0851497,1.13421,50.8417,0.289484
ship,GAM8,SAT50,10000.0,0,SCORE-OR,1.32575,0.0148695,1.17918,49.8958,0.103889
truck,GAM8,SAT50,10000.0,0,SCORE-OR,9.08321,0.143387,1.0031,51.2095,0.270846
cat,GAM8,SAT50,10000.0,0,RANKG,5.98745,0.0491373,1.05696,49.5734,0.160048
deer,GAM8,SAT50,10000.0,0,RANKG,8.59492,0.0884454,0.846824,47.9577,0.345104
dog,GAM8,SAT50,10000.0,0,RANKG,0.00219493,0.00439928,1.17896,48.7957,0.0439011
horse,GAM8,SAT50,10000.0,0,RANKG,4.15007,0.0519799,1.02646,48.7201,0.169145
airplane,GAM8,SAT50,10000.0,0,RANKG,4.87525,0.0290282,1.12202,48.0387,0.145685
car,GAM8,SAT50,10000.0,0,RANKG,7.99603,0.100208,1.0883,48.998,0.330635
ship,GAM8,SAT50,10000.0,0,RANKG,1.5825,0.0181039,1.17621,48.9708,0.115825
truck,GAM8,SAT50,10000.0,0,RANKG,9.36558,0.157449,0.99532,49.9983,0.291838
cat,GAM8,SAT50,10000.0,0,L-ISOTRON,6.0388,0.0520967,1.07702,49.3465,0.165341
deer,GAM8,SAT50,10000.0,0,L-ISOTRON,8.64702,0.0913408,0.832836,47.7271,0.34952
dog,GAM8,SAT50,10000.0,0,L-ISOTRON,0.0528928,0.00451892,1.1704,48.6292,0.0442941
horse,GAM8,SAT50,10000.0,0,L-ISOTRON,4.22323,0.0531088,1.02271,48.4592,0.172176
airplane,GAM8,SAT50,10000.0,0,L-ISOTRON,4.88684,0.0297619,1.12669,47.9742,0.148442
car,GAM8,SAT50,10000.0,0,L-ISOTRON,7.77416,0.0937009,1.0865,50.011,0.311144
ship,GAM8,SAT50,10000.0,0,L-ISOTRON,1.59165,0.0190768,1.18825,48.9253,0.117533
truck,GAM8,SAT50,10000.0,0,L-ISOTRON,9.38906,0.156416,1.00098,49.9965,0.288826
cat,GAM8,SAT50,10000.0,0,MLE-OR,12.6373,0.104102,1.03779,28.794,0.165051
deer,GAM8,SAT50,10000.0,0,MLE-OR,11.7551,0.143536,0.804011,38.0502,0.349547
dog,GAM8,SAT50,10000.0,0,MLE-OR,9.4993,0.0193502,1.04489,21.0142,0.0441337
horse,GAM8,SAT50,10000.0,0,MLE-OR,10.9805,0.0999474,0.978839,27.7525,0.170826
airplane,GAM8,SAT50,10000.0,0,MLE-OR,11.8001,0.0649222,1.071,27.0119,0.147541
car,GAM8,SAT50,10000.0,0,MLE-OR,11.0965,0.130799,1.06545,38.9898,0.332491
ship,GAM8,SAT50,10000.0,0,MLE-OR,9.69904,0.0534426,1.12113,24.5207,0.117939
truck,GAM8,SAT50,10000.0,0,MLE-OR,12.785,0.178985,0.994153,38.6941,0.288163
cat,GAM8,GAMMA07,10000.0,0,GI,8.35496,0.126751,1.01862,40.5599,0.31782
