image,illum,link,photons,seed,method,PSNR,SSIM,LPIPS,angerr,pearson
deer,GAM8,GAMMA07,10000.0,0,GI,11.0889,0.163272,0.762163,36.8287,0.579908
dog,GAM8,GAMMA07,10000.0,0,GI,1.96796,0.016585,1.14405,42.0861,0.121117
horse,GAM8,GAMMA07,10000.0,0,GI,6.1922,0.117868,0.943602,40.9285,0.311775
airplane,GAM8,GAMMA07,10000.0,0,GI,6.77839,0.0571707,1.0845,41.2571,0.240202
car,GAM8,GAMMA07,10000.0,0,GI,10.5017,0.196738,0.933855,37.8525,0.559116
ship,GAM8,GAMMA07,10000.0,0,GI,3.85518,0.0331708,1.25739,40.9805,0.214952
truck,GAM8,GAMMA07,10000.0,0,GI,12.0282,0.29756,0.818606,38.1306,0.538633
cat,GAM8,GAMMA07,10000.0,0,DGI,2.53277,0.0619987,0.953543,57.0508,0.280988
deer,GAM8,GAMMA07,10000.0,0,DGI,6.32809,0.0950535,0.723105,46.0695,0.579965
dog,GAM8,GAMMA07,10000.0,0,DGI,-4.26736,0.00717801,1.19126,61.3929,0.096689
horse,GAM8,GAMMA07,10000.0,0,DGI,0.36555,0.0642157,0.930778,57.8945,0.255065
airplane,GAM8,GAMMA07,10000.0,0,DGI,0.730293,0.0263779,1.02539,59.2539,0.201296
car,GAM8,GAMMA07,10000.0,0,DGI,6.02386,0.132127,0.932107,47.7039,0.528531
ship,GAM8,GAMMA07,10000.0,0,DGI,-2.29759,0.0163291,1.23339,59.5911,0.171586
truck,GAM8,GAMMA07,10000.0,0,DGI,7.24503,0.204474,0.754538,48.9461,0.505652
cat,GAM8,GAMMA07,10000.0,0,CORR,7.97192,0.118945,0.998182,41.8978,0.298395
deer,GAM8,GAMMA07,10000.0,0,CORR,10.5318,0.140623,0.78858,39.152,0.531898
dog,GAM8,GAMMA07,10000.0,0,CORR,1.55529,0.0152358,1.15926,43.4884,0.103777
horse,GAM8,GAMMA07,10000.0,0,CORR,5.73074,0.10468,0.880852,42.5843,0.284696
airplane,GAM8,GAMMA07,10000.0,0,CORR,6.35755,0.0543058,1.0776,42.69,0.223728
car,GAM8,GAMMA07,10000.0,0,CORR,10.0371,0.179499,0.95031,39.6922,0.524194
ship,GAM8,GAMMA07,10000.0,0,CORR,3.33742,0.0253818,1.21066,42.8091,0.187434
truck,GAM8,GAMMA07,10000.0,0,CORR,11.4607,0.267903,0.860892,40.3481,0.496845
cat,GAM8,GAMMA07,10000.0,0,SIR-10,8.28459,0.124312,1.00297,40.8347,0.311602
deer,GAM8,GAMMA07,10000.0,0,SIR-10,11.0138,0.158083,0.764612,37.1391,0.573479
dog,GAM8,GAMMA07,10000.0,0,SIR-10,1.83073,0.0160182,1.14849,42.5421,0.117784
horse,GAM8,GAMMA07,10000.0,0,SIR-10,6.08984,0.11318,0.942982,41.3275,0.302698
airplane,GAM8,GAMMA07,10000.0,0,SIR-10,6.66746,0.053528,1.08549,41.6776,0.23079
car,GAM8,GAMMA07,10000.0,0,SIR-10,10.4379,0.195705,0.932424,38.0627,0.556146
ship,GAM8,GAMMA07,10000.0,0,SIR-10,3.71729,0.0302782,1.2657,41.4647,0.207597
truck,GAM8,GAMMA07,10000.0,0,SIR-10,11.8647,0.290307,0.808655,38.7357,0.527983
cat,GAM8,GAMMA07,10000.0,0,SIR-20,8.29934,0.12574,1.00245,40.7541,0.314914
deer,GAM8,GAMMA07,10000.0,0,SIR-20,11.0562,0.162264,0.768704,36.923,0.578901
dog,GAM8,GAMMA07,10000.0,0,SIR-20,1.88938,0.0162699,1.16986,42.3425,0.120455
horse,GAM8,GAMMA07,10000.0,0,SIR-20,6.1105,0.115629,0.931871,41.2314,0.305917
airplane,GAM8,GAMMA07,10000.0,0,SIR-20,6.68096,0.0545577,1.0706,41.6033,0.234565
car,GAM8,GAMMA07,10000.0,0,SIR-20,10.4357,0.195406,0.943126,38.1313,0.553299
ship,GAM8,GAMMA07,10000.0,0,SIR-20,3.76602,0.0314544,1.26451,41.3218,0.206615
truck,GAM8,GAMMA07,10000.0,0,SIR-20,11.926,0.293863,0.817095,38.446,0.534921
cat,GAM8,GAMMA07,10000.0,0,WHITEN-LW,8.35496,0.126751,1.01862,40.5599,0.31782
deer,GAM8,GAMMA07,10000.0,0,WHITEN-LW,11.0889,0.163272,0.762163,36.8287,0.579908
dog,GAM8,GAMMA07,10000.0,0,WHITEN-LW,1.96796,0.016585,1.14405,42.0861,0.121117
horse,GAM8,GAMMA07,10000.0,0,WHITEN-LW,6.1922,0.117868,0.943602,40.9285,0.311775
airplane,GAM8,GAMMA07,10000.0,0,WHITEN-LW,6.77839,0.0571707,1.0845,41.2571,0.240202
car,GAM8,GAMMA07,10000.0,0,WHITEN-LW,10.5017,0.196738,0.933855,37.8525,0.559116
ship,GAM8,GAMMA07,10000.0,0,WHITEN-LW,3.85518,0.0331708,1.25739,40.9805,0.214952
truck,GAM8,GAMMA07,10000.0,0,WHITEN-LW,12.0282,0.29756,0.818606,38.1306,0.538633
cat,GAM8,GAMMA07,10000.0,0,WHITEN-OR,8.35496,0.126751,1.01862,40.5599,0.31782
deer,GAM8,GAMMA07,10000.0,0,WHITEN-OR,11.0889,0.163272,0.762163,36.8287,0.579908
dog,GAM8,GAMMA07,10000.0,0,WHITEN-OR,1.96796,0.016585,1.14405,42.0861,0.121117
horse,GAM8,GAMMA07,10000.0,0,WHITEN-OR,6.1922,0.117868,0.943602,40.9285,0.311775
airplane,GAM8,GAMMA07,10000.0,0,WHITEN-OR,6.77839,0.0571707,1.0845,41.2571,0.240202
car,GAM8,GAMMA07,10000.0,0,WHITEN-OR,10.5017,0.196738,0.933855,37.8525,0.559116
ship,GAM8,GAMMA07,10000.0,0,WHITEN-OR,3.85518,0.0331708,1.25739,40.9805,0.214952
truck,GAM8,GAMMA07,10000.0,0,WHITEN-OR,12.0282,0.29756,0.818606,38.1306,0.538633
cat,GAM8,GAMMA07,10000.0,0,SCORE-OR,7.69027,0.101444,1.08287,43.2084,0.257602
deer,GAM8,GAMMA07,10000.0,0,SCORE-OR,10.4251,0.137903,0.828545,39.6342,0.521196
dog,GAM8,GAMMA07,10000.0,0,SCORE-OR,1.49211,0.0158597,1.2002,43.6719,0.109363
horse,GAM8,GAMMA07,10000.0,0,SCORE-OR,5.53327,0.0935804,0.960605,43.5108,0.254839
airplane,GAM8,GAMMA07,10000.0,0,SCORE-OR,6.17445,0.0471901,1.09921,43.4021,0.207401
car,GAM8,GAMMA07,10000.0,0,SCORE-OR,9.76706,0.166311,1.0342,40.8828,0.498997
ship,GAM8,GAMMA07,10000.0,0,SCORE-OR,3.33085,0.0296404,1.25189,42.7604,0.195746
truck,GAM8,GAMMA07,10000.0,0,SCORE-OR,11.3585,0.265465,0.83376,40.783,0.487859
cat,GAM8,GAMMA07,10000.0,0,RANKG,8.29134,0.123713,1.03384,40.8435,0.309121
deer,GAM8,GAMMA07,10000.0,0,RANKG,11.0141,0.159912,0.772797,37.1405,0.573396
dog,GAM8,GAMMA07,10000.0,0,RANKG,1.91123,0.0168472,1.1753,42.2738,0.119933
horse,GAM8,GAMMA07,10000.0,0,RANKG,6.11929,0.114283,0.952708,41.2518,0.301748
airplane,GAM8,GAMMA07,10000.0,0,RANKG,6.70792,0.0557057,1.08903,41.503,0.236629
car,GAM8,GAMMA07,10000.0,0,RANKG,10.4253,0.19408,0.960631,38.142,0.553873
ship,GAM8,GAMMA07,10000.0,0,RANKG,3.79266,0.0326732,1.26181,41.1921,0.212582
truck,GAM8,GAMMA07,10000.0,0,RANKG,11.9507,0.295778,0.827384,38.4052,0.534144
cat,GAM8,GAMMA07,10000.0,0,L-ISOTRON,8.35496,0.126751,1.01862,40.5599,0.31782
deer,GAM8,GAMMA07,10000.0,0,L-ISOTRON,11.0889,0.163272,0.762163,36.8287,0.579908
dog,GAM8,GAMMA07,10000.0,0,L-ISOTRON,1.96796,0.016585,1.14405,42.0861,0.121117
horse,GAM8,GAMMA07,10000.0,0,L-ISOTRON,6.1922,0.117868,0.943602,40.9285,0.311775
airplane,GAM8,GAMMA07,10000.0,0,L-ISOTRON,6.77851,0.0571736,1.08449,41.2567,0.240205
car,GAM8,GAMMA07,10000.0,0,L-ISOTRON,10.502,0.196747,0.933844,37.8517,0.559132
ship,GAM8,GAMMA07,10000.0,0,L-ISOTRON,3.85518,0.0331708,1.25739,40.9805,0.214952
truck,GAM8,GAMMA07,10000.0,0,L-ISOTRON,12.0284,0.297569,0.818581,38.13,0.538646
cat,GAM8,GAMMA07,10000.0,0,MLE-OR,9.73502,0.143795,1.0225,36.5702,0.317834
deer,GAM8,GAMMA07,10000.0,0,MLE-OR,11.9064,0.176314,0.760778,34.9937,0.579922
dog,GAM8,GAMMA07,10000.0,0,MLE-OR,3.87829,0.0207506,1.13851,36.0181,0.121131
horse,GAM8,GAMMA07,10000.0,0,MLE-OR,7.68715,0.133346,0.947204,36.5841,0.311801
airplane,GAM8,GAMMA07,10000.0,0,MLE-OR,8.29898,0.0670789,1.08681,36.6582,0.240214
car,GAM8,GAMMA07,10000.0,0,MLE-OR,11.1821,0.207792,0.940405,36.2715,0.559135
ship,GAM8,GAMMA07,10000.0,0,MLE-OR,5.42886,0.039429,1.24965,36.1791,0.214972
truck,GAM8,GAMMA07,10000.0,0,MLE-OR,12.8134,0.3112,0.822757,36.2473,0.538654
cat,GAM8,LOG,10000.0,0,GI,7.62268,0.102416,1.09262,42.9249,0.297608
deer,GAM8,LOG,10000.0,0,GI,10.4284,0.134136,0.702205,39.4638,0.528509
dog,GAM8,LOG,10000.0,0,GI,1.52278,0.0115835,1.15582,43.5993,0.10239
horse,GAM8,LOG,10000.0,0,GI,5.75928,0.0884791,0.963634,42.6905,0.267816
airplane,GAM8,LOG,10000.0,0,GI,6.40628,0.0563544,1.07603,42.1387,0.267634
car,GAM8,LOG,10000.0,0,GI,9.9322,0.165623,1.04488,40.2337,0.510782
ship,GAM8,LOG,10000.0,0,GI,3.09193,0.0225928,1.1938,43.5185,0.19399
truck,GAM8,LOG,10000.0,0,GI,11.2481,0.253061,0.870281,41.5113,0.46576
cat,GAM8,LOG,10000.0,0,DGI,2.37668,0.0553494,1.01844,57.6083,0.271746
deer,GAM8,LOG,10000.0,0,DGI,6.21222,0.0901183,0.688103,48.0136,0.529017
dog,GAM8,LOG,10000.0,0,DGI,-3.73118,0.00407589,1.1275,60.0479,0.0754605
horse,GAM8,LOG,10000.0,0,DGI,0.738136,0.0515739,0.998652,57.4423,0.22775
airplane,GAM8,LOG,10000.0,0,DGI,1.17253,0.032743,0.983412,57.6531,0.232371
car,GAM8,LOG,10000.0,0,DGI,6.01941,0.110784,1.02836,48.8721,0.493632
ship,GAM8,LOG,10000.0,0,DGI,-2.02675,0.00904487,1.22321,59.107,0.154492
truck,GAM8,LOG,10000.0,0,DGI,7.16009,0.176648,0.852073,51.2175,0.43922
cat,GAM8,LOG,10000.0,0,CORR,7.29507,0.0891678,1.01449,44.1753,0.274171
deer,GAM8,LOG,10000.0,0,CORR,9.93423,0.117421,0.760477,41.7804,0.475961
dog,GAM8,LOG,10000.0,0,CORR,1.2004,0.0120853,1.17553,44.6574,0.0998465
horse,GAM8,LOG,10000.0,0,CORR,5.3825,0.0806795,0.974141,44.1492,0.238522
airplane,GAM8,LOG,10000.0,0,CORR,5.97669,0.0504258,1.11382,43.6292,0.247603
car,GAM8,LOG,10000.0,0,CORR,9.46382,0.14777,1.0852,42.3529,0.465048
ship,GAM8,LOG,10000.0,0,CORR,2.67698,0.0201389,1.23082,44.9529,0.177983
truck,GAM8,LOG,10000.0,0,CORR,10.8128,0.233947,0.937944,43.3763,0.427978
cat,GAM8,LOG,10000.0,0,SIR-10,7.4916,0.0981648,1.04753,43.4218,0.288363
deer,GAM8,LOG,10000.0,0,SIR-10,10.3084,0.12965,0.707686,40.0058,0.516595
dog,GAM8,LOG,10000.0,0,SIR-10,1.50159,0.0107596,1.16364,43.6865,0.0976698
horse,GAM8,LOG,10000.0,0,SIR-10,5.66043,0.0843956,0.986342,43.1066,0.256981
airplane,GAM8,LOG,10000.0,0,SIR-10,6.30689,0.0544887,1.08493,42.5182,0.259157
car,GAM8,LOG,10000.0,0,SIR-10,9.81311,0.158454,1.04627,40.7455,0.500276
ship,GAM8,LOG,10000.0,0,SIR-10,3.01394,0.0234152,1.21892,43.764,0.193655
truck,GAM8,LOG,10000.0,0,SIR-10,11.1468,0.250671,0.880089,41.9543,0.456401
cat,GAM8,LOG,10000.0,0,SIR-20,7.51268,0.0996025,1.05767,43.3151,0.29198
deer,GAM8,LOG,10000.0,0,SIR-20,10.3743,0.131373,0.686933,39.7645,0.5206
dog,GAM8,LOG,10000.0,0,SIR-20,1.4826,0.011477,1.15962,43.735,0.101067
horse,GAM8,LOG,10000.0,0,SIR-20,5.70651,0.086343,0.988278,42.9058,0.262624
airplane,GAM8,LOG,10000.0,0,SIR-20,6.37232,0.054924,1.07867,42.3063,0.260649
car,GAM8,LOG,10000.0,0,SIR-20,9.87251,0.161993,1.02694,40.4813,0.505914
ship,GAM8,LOG,10000.0,0,SIR-20,3.02879,0.0233464,1.19175,43.6849,0.197434
truck,GAM8,LOG,10000.0,0,SIR-20,11.1726,0.248276,0.906242,41.856,0.458066
cat,GAM8,LOG,10000.0,0,WHITEN-LW,7.62268,0.102416,1.09262,42.9249,0.297608
deer,GAM8,LOG,10000.0,0,WHITEN-LW,10.4284,0.134136,0.702205,39.4638,0.528509
dog,GAM8,LOG,10000.0,0,WHITEN-LW,1.52278,0.0115835,1.15582,43.5993,0.10239
horse,GAM8,LOG,10000.0,0,WHITEN-LW,5.75928,0.0884791,0.963634,42.6905,0.267816
airplane,GAM8,LOG,10000.0,0,WHITEN-LW,6.40628,0.0563544,1.07603,42.1387,0.267634
car,GAM8,LOG,10000.0,0,WHITEN-LW,9.9322,0.165623,1.04488,40.2337,0.510782
ship,GAM8,LOG,10000.0,0,WHITEN-LW,3.09193,0.0225928,1.1938,43.5185,0.19399
truck,GAM8,LOG,10000.0,0,WHITEN-LW,11.2481,0.253061,0.870281,41.5113,0.46576
cat,GAM8,LOG,10000.0,0,WHITEN-OR,7.62268,0.102416,1.09262,42.9249,0.297608
deer,GAM8,LOG,10000.0,0,WHITEN-OR,10.4284,0.134136,0.702205,39.4638,0.528509
dog,GAM8,LOG,10000.0,0,WHITEN-OR,1.52278,0.0115835,1.15582,43.5993,0.10239
horse,GAM8,LOG,10000.0,0,WHITEN-OR,5.75928,0.0884791,0.963634,42.6905,0.267816
airplane,GAM8,LOG,10000.0,0,WHITEN-OR,6.40628,0.0563544,1.07603,42.1387,0.267634
car,GAM8,LOG,10000.0,0,WHITEN-OR,9.9322,0.165623,1.04488,40.2337,0.510782
ship,GAM8,LOG,10000.0,0,WHITEN-OR,3.09193,0.0225928,1.1938,43.5185,0.19399
truck,GAM8,LOG,10000.0,0,WHITEN-OR,11.2481,0.253061,0.870281,41.5113,0.46576
cat,GAM8,LOG,10000.0,0,SCORE-OR,7.11405,0.0919754,1.05137,44.7934,0.267381
deer,GAM8,LOG,10000.0,0,SCORE-OR,9.75345,0.11925,0.772254,42.4147,0.46682
dog,GAM8,LOG,10000.0,0,SCORE-OR,0.959468,0.0102512,1.15667,45.4798,0.0903998
horse,GAM8,LOG,10000.0,0,SCORE-OR,5.25275,0.0727363,0.953255,44.6468,0.229245
airplane,GAM8,LOG,10000.0,0,SCORE-OR,5.87867,0.0506199,1.11641,44.0579,0.234144
car,GAM8,LOG,10000.0,0,SCORE-OR,9.47797,0.14827,1.0144,42.2126,0.469938
ship,GAM8,LOG,10000.0,0,SCORE-OR,2.63507,0.01714,1.16121,45.1756,0.16778
truck,GAM8,LOG,10000.0,0,SCORE-OR,10.5727,0.21514,0.974241,44.4495,0.405552
cat,GAM8,LOG,10000.0,0,RANKG,7.58107,0.10377,1.09198,43.0445,0.297719
deer,GAM8,LOG,10000.0,0,RANKG,10.3606,0.134615,0.72109,39.7566,0.522374
dog,GAM8,LOG,10000.0,0,RANKG,1.45667,0.0115407,1.14717,43.8152,0.102135
horse,GAM8,LOG,10000.0,0,RANKG,5.70991,0.0871392,0.946203,42.8901,0.263119
airplane,GAM8,LOG,10000.0,0,RANKG,6.35379,0.0568684,1.08994,42.316,0.265611
car,GAM8,LOG,10000.0,0,RANKG,9.92043,0.165872,1.02061,40.264,0.510662
ship,GAM8,LOG,10000.0,0,RANKG,3.04737,0.0216506,1.18163,43.7003,0.188992
truck,GAM8,LOG,10000.0,0,RANKG,11.1723,0.248543,0.880162,41.8552,0.458135
cat,GAM8,LOG,10000.0,0,L-ISOTRON,7.62277,0.102419,1.09261,42.9245,0.297616
deer,GAM8,LOG,10000.0,0,L-ISOTRON,10.4285,0.134141,0.702193,39.4634,0.528518
dog,GAM8,LOG,10000.0,0,L-ISOTRON,1.52278,0.0115835,1.15582,43.5993,0.10239
horse,GAM8,LOG,10000.0,0,L-ISOTRON,5.75928,0.0884791,0.963634,42.6905,0.267816
airplane,GAM8,LOG,10000.0,0,L-ISOTRON,6.40628,0.0563544,1.07603,42.1387,0.267634
car,GAM8,LOG,10000.0,0,L-ISOTRON,9.9322,0.165623,1.04488,40.2337,0.510782
ship,GAM8,LOG,10000.0,0,L-ISOTRON,3.09193,0.0225928,1.1938,43.5185,0.19399
truck,GAM8,LOG,10000.0,0,L-ISOTRON,11.2482,0.25307,0.870269,41.5107,0.465773
cat,GAM8,LOG,10000.0,0,MLE-OR,11.1986,0.142314,1.07755,32.5106,0.297606
deer,GAM8,LOG,10000.0,0,MLE-OR,12.3516,0.16595,0.708717,34.6506,0.528519
dog,GAM8,LOG,10000.0,0,MLE-OR,5.88448,0.0197768,1.10462,30.0883,0.10243
horse,GAM8,LOG,10000.0,0,MLE-OR,9.12197,0.117095,0.961549,32.7511,0.267859
airplane,GAM8,LOG,10000.0,0,MLE-OR,10.075,0.0817968,1.06344,31.3423,0.267666
car,GAM8,LOG,10000.0,0,MLE-OR,11.64,0.193318,1.04675,35.7823,0.510775
ship,GAM8,LOG,10000.0,0,MLE-OR,6.79295,0.0335847,1.19279,32.2576,0.194026
truck,GAM8,LOG,10000.0,0,MLE-OR,13.0672,0.280719,0.911807,36.5553,0.465782
cat,GAM8,SAT30,10000.0,1,GI,7.68655,0.11198,1.02289,42.734,0.298016
deer,GAM8,SAT30,10000.0,1,GI,10.1974,0.139826,0.751482,40.6926,0.497162
dog,GAM8,SAT30,10000.0,1,GI,1.51578,0.014317,1.19597,43.701,0.0819137
horse,GAM8,SAT30,10000.0,1,GI,5.48758,0.0783559,0.976682,43.7814,0.243072
airplane,GAM8,SAT30,10000.0,1,GI,6.33449,0.0683561,1.01789,42.5305,0.248851
car,GAM8,SAT30,10000.0,1,GI,9.86568,0.162863,0.969131,40.6981,0.49668
ship,GAM8,SAT30,10000.0,1,GI,3.0196,0.0285678,1.26975,43.6572,0.203874
truck,GAM8,SAT30,10000.0,1,GI,11.3286,0.263816,0.740127,40.8965,0.4859
cat,GAM8,SAT30,10000.0,1,DGI,2.75054,0.059392,0.957777,56.6911,0.271772
deer,GAM8,SAT30,10000.0,1,DGI,6.20671,0.0927477,0.702668,48.998,0.499395
dog,GAM8,SAT30,10000.0,1,DGI,-3.95587,0.00751064,1.18747,60.7264,0.0667979
horse,GAM8,SAT30,10000.0,1,DGI,0.355029,0.0442409,0.967236,58.8775,0.201506
airplane,GAM8,SAT30,10000.0,1,DGI,0.829874,0.0345459,1.00532,58.686,0.222482
car,GAM8,SAT30,10000.0,1,DGI,5.76825,0.109252,0.934741,50.0374,0.472269
ship,GAM8,SAT30,10000.0,1,DGI,-2.11864,0.0147376,1.18052,59.0486,0.176856
truck,GAM8,SAT30,10000.0,1,DGI,7.26904,0.192058,0.73286,50.1557,0.4665
cat,GAM8,SAT30,10000.0,1,CORR,7.30774,0.101529,1.01649,44.2084,0.268574
deer,GAM8,SAT30,10000.0,1,CORR,9.79516,0.118227,0.75721,42.5852,0.454213
dog,GAM8,SAT30,10000.0,1,CORR,1.06638,0.0111786,1.16436,45.2157,0.0696884
horse,GAM8,SAT30,10000.0,1,CORR,5.07144,0.0663737,0.95567,45.3444,0.216403
airplane,GAM8,SAT30,10000.0,1,CORR,5.84524,0.0584237,1.02925,44.2739,0.222379
car,GAM8,SAT30,10000.0,1,CORR,9.43664,0.146306,1.06192,42.7623,0.448923
ship,GAM8,SAT30,10000.0,1,CORR,2.64569,0.0237402,1.25112,45.0473,0.178346
truck,GAM8,SAT30,10000.0,1,CORR,10.8544,0.232625,0.810724,42.9311,0.444405
cat,GAM8,SAT30,10000.0,1,SIR-10,7.57989,0.110074,1.02716,43.1152,0.292297
deer,GAM8,SAT30,10000.0,1,SIR-10,10.03,0.136096,0.752069,41.4232,0.481838
dog,GAM8,SAT30,10000.0,1,SIR-10,1.4223,0.0126989,1.18222,44.03,0.0756575
horse,GAM8,SAT30,10000.0,1,SIR-10,5.41272,0.0759806,0.976267,44.0211,0.241774
airplane,GAM8,SAT30,10000.0,1,SIR-10,6.12804,0.0665021,1.00496,43.2202,0.242245
car,GAM8,SAT30,10000.0,1,SIR-10,9.78495,0.155978,0.97738,41.0843,0.487729
ship,GAM8,SAT30,10000.0,1,SIR-10,2.94486,0.0285727,1.29174,43.9334,0.198822
truck,GAM8,SAT30,10000.0,1,SIR-10,11.2025,0.254539,0.736509,41.3992,0.476536
cat,GAM8,SAT30,10000.0,1,SIR-20,7.61339,0.110341,1.01182,43.0246,0.291724
deer,GAM8,SAT30,10000.0,1,SIR-20,10.1245,0.13847,0.739731,41.004,0.490785
dog,GAM8,SAT30,10000.0,1,SIR-20,1.47142,0.0136357,1.1891,43.8644,0.0770343
horse,GAM8,SAT30,10000.0,1,SIR-20,5.42432,0.0755124,0.960799,44.0027,0.240332
airplane,GAM8,SAT30,10000.0,1,SIR-20,6.19799,0.068046,1.04701,42.9851,0.244608
car,GAM8,SAT30,10000.0,1,SIR-20,9.81322,0.159568,0.997431,40.9432,0.491133
ship,GAM8,SAT30,10000.0,1,SIR-20,2.97831,0.0276177,1.3017,43.8403,0.197599
truck,GAM8,SAT30,10000.0,1,SIR-20,11.2778,0.257647,0.728113,41.1471,0.479824
cat,GAM8,SAT30,10000.0,1,WHITEN-LW,7.68669,0.111984,1.02287,42.7335,0.298024
deer,GAM8,SAT30,10000.0,1,WHITEN-LW,10.1976,0.139831,0.751464,40.6918,0.497177
dog,GAM8,SAT30,10000.0,1,WHITEN-LW,1.51587,0.0143168,1.19596,43.7007,0.0819138
horse,GAM8,SAT30,10000.0,1,WHITEN-LW,5.48769,0.0783615,0.976667,43.7809,0.243083
airplane,GAM8,SAT30,10000.0,1,WHITEN-LW,6.33459,0.0683591,1.01787,42.5301,0.248858
car,GAM8,SAT30,10000.0,1,WHITEN-LW,9.86591,0.162872,0.969127,40.6971,0.4967
ship,GAM8,SAT30,10000.0,1,WHITEN-LW,3.01973,0.0285687,1.26976,43.6567,0.20388
truck,GAM8,SAT30,10000.0,1,WHITEN-LW,11.3289,0.263834,0.740091,40.8954,0.485921
cat,GAM8,SAT30,10000.0,1,WHITEN-OR,7.68655,0.11198,1.02289,42.734,0.298016
deer,GAM8,SAT30,10000.0,1,WHITEN-OR,10.1974,0.139826,0.751482,40.6926,0.497162
dog,GAM8,SAT30,10000.0,1,WHITEN-OR,1.51578,0.014317,1.19597,43.701,0.0819137
horse,GAM8,SAT30,10000.0,1,WHITEN-OR,5.48758,0.0783559,0.976682,43.7814,0.243072
airplane,GAM8,SAT30,10000.0,1,WHITEN-OR,6.33449,0.0683561,1.01789,42.5305,0.248851
car,GAM8,SAT30,10000.0,1,WHITEN-OR,9.86568,0.162863,0.969131,40.6981,0.49668
ship,GAM8,SAT30,10000.0,1,WHITEN-OR,3.0196,0.0285678,1.26975,43.6572,0.203874
truck,GAM8,SAT30,10000.0,1,WHITEN-OR,11.3286,0.263816,0.740127,40.8965,0.4859
cat,GAM8,SAT30,10000.0,1,SCORE-OR,7.1368,0.0903234,1.03728,44.8746,0.255745
deer,GAM8,SAT30,10000.0,1,SCORE-OR,9.58971,0.119571,0.794332,43.4297,0.43839
dog,GAM8,SAT30,10000.0,1,SCORE-OR,1.03327,0.00967329,1.15999,45.3493,0.0634062
horse,GAM8,SAT30,10000.0,1,SCORE-OR,5.00158,0.0649853,0.959762,45.578,0.214542
airplane,GAM8,SAT30,10000.0,1,SCORE-OR,5.7347,0.053964,1.03927,44.6469,0.21885
car,GAM8,SAT30,10000.0,1,SCORE-OR,9.08227,0.127749,1.00928,44.099,0.427855
ship,GAM8,SAT30,10000.0,1,SCORE-OR,2.47084,0.0238612,1.28035,45.6872,0.168055
truck,GAM8,SAT30,10000.0,1,SCORE-OR,10.6747,0.222277,0.795789,43.8275,0.423089
cat,GAM8,SAT30,10000.0,1,RANKG,7.64597,0.109114,1.0251,42.9063,0.293612
deer,GAM8,SAT30,10000.0,1,RANKG,10.0929,0.137135,0.754568,41.1331,0.488299
dog,GAM8,SAT30,10000.0,1,RANKG,1.47431,0.0135091,1.18686,43.8505,0.0781972
horse,GAM8,SAT30,10000.0,1,RANKG,5.44413,0.0777021,0.979154,43.9334,0.241189
airplane,GAM8,SAT30,10000.0,1,RANKG,6.25833,0.0660265,1.01693,42.7839,0.246492
car,GAM8,SAT30,10000.0,1,RANKG,9.76751,0.157511,0.955119,41.0968,0.489114
ship,GAM8,SAT30,10000.0,1,RANKG,2.93748,0.0276511,1.29067,43.9755,0.196643
truck,GAM8,SAT30,10000.0,1,RANKG,11.2677,0.25872,0.742291,41.1942,0.478748
cat,GAM8,SAT30,10000.0,1,L-ISOTRON,7.68678,0.111986,1.02287,42.7332,0.298028
deer,GAM8,SAT30,10000.0,1,L-ISOTRON,10.1976,0.139831,0.751464,40.6918,0.497177
dog,GAM8,SAT30,10000.0,1,L-ISOTRON,1.51587,0.0143168,1.19596,43.7007,0.0819138
horse,GAM8,SAT30,10000.0,1,L-ISOTRON,5.48776,0.0783654,0.976663,43.7806,0.243091
airplane,GAM8,SAT30,10000.0,1,L-ISOTRON,6.33464,0.0683614,1.01787,42.5299,0.248863
car,GAM8,SAT30,10000.0,1,L-ISOTRON,9.86605,0.162879,0.969125,40.6965,0.496713
ship,GAM8,SAT30,10000.0,1,L-ISOTRON,3.01981,0.0285689,1.26977,43.6564,0.203886
truck,GAM8,SAT30,10000.0,1,L-ISOTRON,11.3291,0.263847,0.740065,40.8946,0.485936
cat,GAM8,SAT30,10000.0,1,MLE-OR,11.107,0.153067,1.05779,32.7705,0.298065
deer,GAM8,SAT30,10000.0,1,MLE-OR,12.1603,0.173946,0.762055,35.5614,0.497224
dog,GAM8,SAT30,10000.0,1,MLE-OR,5.95702,0.0238399,1.15938,29.9227,0.0819148
horse,GAM8,SAT30,10000.0,1,MLE-OR,9.17344,0.107223,0.973006,32.7401,0.243089
airplane,GAM8,SAT30,10000.0,1,MLE-OR,10.2988,0.102737,0.993062,30.8053,0.248921
car,GAM8,SAT30,10000.0,1,MLE-OR,11.5396,0.189321,1.0002,36.2435,0.496723
ship,GAM8,SAT30,10000.0,1,MLE-OR,7.07272,0.0447722,1.2484,31.4086,0.20394
truck,GAM8,SAT30,10000.0,1,MLE-OR,13.2608,0.291852,0.75796,35.7519,0.485975
cat,GAM8,SAT50,10000.0,1,GI,6.42565,0.0646564,0.962895,47.7822,0.195053
deer,GAM8,SAT50,10000.0,1,GI,8.54639,0.0824471,0.829011,48.2311,0.338259
dog,GAM8,SAT50,10000.0,1,GI,-0.0289811,0.0120942,1.18619,48.7418,0.0780331
horse,GAM8,SAT50,10000.0,1,GI,4.08334,0.0479087,0.994276,49.0385,0.160055
airplane,GAM8,SAT50,10000.0,1,GI,4.86666,0.0301253,1.05947,48.0887,0.14343
